loan_id,member_id,loan_type,original_amount,interest_rate,term_months,origination_date,loan_status
LN-0002127,MBR-000237,Credit Card,14559.68,17.41,0,2020-07-01,Paid Off
LN-0002128,MBR-000223,Home Equity,89184.65,8.79,60,2022-04-10,Current
LN-0002129,MBR-000758,Personal Loan,3680.86,16.06,24,2022-09-24,Current
LN-0002130,MBR-000353,Credit Card,2846.11,14.46,0,2023-08-03,Delinquent
LN-0002131,MBR-000746,Auto Loan,11415.85,11.68,72,2019-05-06,Current
LN-0002132,MBR-001016,Auto Loan,32185.21,16.46,48,2022-04-17,Paid Off
LN-0002133,MBR-000518,Personal Loan,22519.71,8.33,36,2020-12-11,Delinquent
LN-0002134,MBR-000707,Home Equity,82530.42,12.68,180,2022-08-24,Delinquent
LN-0002135,MBR-001175,Credit Card,2160.3,6.68,0,2024-04-03,Current
LN-0002136,MBR-000043,Mortgage,379916.27,6.64,240,2020-10-06,Current
LN-0002137,MBR-000356,Credit Card,10216.7,3.54,0,2021-02-26,Delinquent
LN-0002138,MBR-000554,Auto Loan,17710.35,13.56,48,2021-12-14,Current
LN-0002139,MBR-001141,Auto Loan,54583.54,9.74,48,2018-12-28,Current
LN-0002140,MBR-000706,Auto Loan,8506.95,13.17,60,2019-06-27,Default
LN-0002141,MBR-000695,Auto Loan,30911.9,11.35,36,2023-09-23,Paid Off
LN-0002142,MBR-000028,Personal Loan,12299.51,5.69,24,2020-04-21,Current
LN-0002143,MBR-001001,Mortgage,118968.49,6.52,180,2022-07-24,Current
LN-0002144,MBR-000257,Personal Loan,22981.36,9.73,36,2022-11-15,Paid Off
LN-0002145,MBR-000254,Mortgage,392473.76,6.43,360,2023-01-03,Current
LN-0002146,MBR-001178,Auto Loan,42604.53,6.31,36,2020-04-04,Current
LN-0002147,MBR-000826,Personal Loan,7255.22,15.32,12,2021-09-15,Current
LN-0002148,MBR-000429,Credit Card,960.35,4.6,0,2020-04-25,Default
LN-0002149,MBR-000620,Auto Loan,19820.2,13.37,48,2020-02-15,Current
LN-0002150,MBR-000197,Mortgage,118998.07,4.81,360,2018-02-16,Current
LN-0002151,MBR-000455,Mortgage,389523.16,6.32,360,2022-02-05,Paid Off
LN-0002152,MBR-000494,Mortgage,281345.66,3.42,240,2020-10-04,Current
LN-0002153,MBR-000045,Home Equity,119611.51,3.68,120,2020-01-22,Current
LN-0002154,MBR-000290,Personal Loan,24732.65,6.03,24,2021-06-27,Default
LN-0002155,MBR-000690,Auto Loan,52563.77,17.9,48,2022-10-12,Paid Off
LN-0002156,MBR-000089,Student Loan,14402.95,4.38,180,2018-05-16,Current
LN-0002157,MBR-001017,Student Loan,6324.61,5.47,240,2023-11-15,Current
LN-0002158,MBR-000377,Credit Card,6628.45,9.24,0,2018-07-23,Paid Off
LN-0002159,MBR-001142,Student Loan,55521.3,5.88,180,2018-06-21,Current
LN-0002160,MBR-000929,Auto Loan,23992.69,6.37,36,2020-03-09,Current
LN-0002161,MBR-000107,Personal Loan,19971.35,13.14,24,2022-06-18,Delinquent
LN-0002162,MBR-000583,Personal Loan,13327.98,8.23,48,2023-11-14,Delinquent
LN-0002163,MBR-000345,Personal Loan,13790.79,16.4,24,2019-09-18,Current
LN-0002164,MBR-000358,Student Loan,29598.03,4.04,180,2024-08-24,Delinquent
LN-0002165,MBR-000606,Personal Loan,22200.04,7.73,12,2023-09-04,Current
LN-0002166,MBR-001119,Auto Loan,35106.46,12.62,48,2021-01-09,Delinquent
LN-0002167,MBR-001072,Auto Loan,56009.43,8.71,60,2018-03-11,Current
LN-0002168,MBR-000740,Auto Loan,57846.7,10.75,72,2018-05-09,Current
LN-0002169,MBR-000297,Auto Loan,-58092.38,15.01,60,2024-08-03,Delinquent
LN-0002170,MBR-000768,Home Equity,93392.68,7.34,60,2018-07-19,Current
LN-0002171,MBR-000410,Student Loan,73894.84,8.24,120,2022-11-16,Current
LN-0002172,MBR-001162,Auto Loan,64412.46,14.28,48,2022-05-02,Current
LN-0002173,MBR-000600,Auto Loan,39334.87,5.76,36,2018-02-01,Current
LN-0002174,MBR-001193,Auto Loan,34511.3,14.21,36,2021-10-01,Delinquent
LN-0002175,MBR-001135,Auto Loan,59071.27,3.67,60,2022-08-19,Delinquent
LN-0002176,MBR-000855,Student Loan,32360.12,8.85,180,2022-11-06,Current
LN-0002177,MBR-000058,Auto Loan,18586.03,16.96,72,2023-05-16,Paid Off
LN-0002178,MBR-000045,Auto Loan,41123.81,17.52,60,2022-12-31,Current
LN-0002179,MBR-000753,Personal Loan,12961.02,6.28,24,2023-07-25,Default
LN-0002180,MBR-000713,Auto Loan,64146.66,8.08,72,2023-11-11,Current
LN-0002181,MBR-000237,Personal Loan,18488.71,16.0,12,2023-05-10,Paid Off
LN-0002182,MBR-000529,Auto Loan,22996.38,5.78,60,2022-02-01,Paid Off
LN-0002183,MBR-000418,Personal Loan,23154.14,10.31,36,2019-01-14,Current
LN-0002184,MBR-000658,Personal Loan,-23654.35,12.99,36,2023-05-03,Delinquent
LN-0002185,MBR-000186,Student Loan,35248.77,16.64,180,2018-04-29,Current
LN-0002186,MBR-000258,Personal Loan,13774.19,15.93,12,2023-02-07,Current
LN-0002187,MBR-000780,Personal Loan,21125.97,7.26,12,2018-09-18,Current
LN-0002188,MBR-000650,Auto Loan,15403.17,9.28,36,2022-11-28,Current
LN-0002189,MBR-000863,Credit Card,3483.74,14.55,0,2021-05-25,Paid Off
LN-0002190,MBR-000520,Credit Card,7358.89,16.23,0,2022-11-23,Current
LN-0002191,MBR-000128,Mortgage,410985.63,6.97,180,2018-10-28,Delinquent
LN-0002192,MBR-000460,Mortgage,431231.54,5.69,240,2019-02-05,Current
LN-0002193,MBR-000866,Personal Loan,4524.7,15.76,48,2021-03-20,Current
LN-0002194,MBR-000888,Credit Card,4419.88,14.99,0,2022-10-28,Current
LN-0002195,MBR-000437,Personal Loan,24985.85,12.97,24,2021-04-05,Current
LN-0002196,MBR-000025,Student Loan,45749.14,15.79,120,2023-06-04,Current
LN-0002197,MBR-000770,Auto Loan,39773.4,14.61,48,2018-02-26,Current
LN-0002198,MBR-000570,Mortgage,260727.88,6.77,180,2020-09-02,Current
LN-0002199,MBR-000961,Auto Loan,51266.22,10.43,36,2022-10-14,Current
LN-0002200,MBR-000495,Auto Loan,-54093.09,13.68,60,2018-07-19,Current
LN-0002201,MBR-000170,Student Loan,13668.15,8.25,180,2024-03-31,Current
LN-0002202,MBR-000735,Auto Loan,9211.03,14.0,60,2018-05-14,Current
LN-0002203,MBR-001087,Auto Loan,49605.52,9.16,36,2022-06-13,Paid Off
LN-0002204,MBR-000353,Auto Loan,32283.18,12.71,36,2024-09-10,Current
LN-0002205,MBR-000781,Auto Loan,35814.16,12.87,36,2023-09-23,Paid Off
LN-0002206,MBR-001029,Credit Card,1790.93,5.28,0,2023-03-01,Paid Off
LN-0002207,MBR-000329,Auto Loan,62467.54,6.19,72,2023-06-14,Current
LN-0002208,MBR-000439,Mortgage,207292.59,6.41,240,2019-05-20,Current
LN-0002209,MBR-000535,Auto Loan,23918.3,6.03,72,2020-02-12,Current
LN-0002210,MBR-000521,Auto Loan,52708.47,13.31,60,2019-09-11,Current
LN-0002211,MBR-000986,Auto Loan,29068.11,10.87,36,2021-03-23,Current
LN-0002212,MBR-001161,Auto Loan,62677.54,15.01,48,2018-01-09,Default
LN-0002213,MBR-001122,Personal Loan,15587.09,17.53,24,2022-06-08,Current
LN-0002214,MBR-000714,Personal Loan,6340.65,13.96,12,2022-09-26,Paid Off
LN-0002215,MBR-000175,Auto Loan,13909.12,,36,2020-09-07,Delinquent
LN-0002216,MBR-000764,Student Loan,55729.76,6.08,180,2022-07-17,Paid Off
LN-0002217,MBR-000591,Home Equity,133375.67,5.97,60,2019-06-01,Current
LN-0002218,MBR-000511,Mortgage,199049.04,6.17,240,2018-08-31,Paid Off
LN-0002219,MBR-001198,Credit Card,2019.99,10.46,0,2024-04-20,Default
LN-0002220,MBR-000254,Auto Loan,64283.96,,48,2019-07-30,Current
LN-0002221,MBR-000429,Personal Loan,9937.03,12.56,12,2023-01-14,Default
LN-0002222,MBR-000505,Mortgage,153016.66,5.87,360,2022-11-28,Paid Off
LN-0002223,MBR-000428,Personal Loan,17107.44,11.84,48,2019-11-24,Current
LN-0002224,MBR-001000,Credit Card,721.21,8.15,0,2021-12-29,Current
LN-0002225,MBR-000541,Mortgage,117413.55,3.56,360,2018-04-23,Delinquent
LN-0002226,MBR-001060,Student Loan,9346.92,16.99,240,2024-01-01,Current
LN-0002227,MBR-000698,Mortgage,352438.81,3.99,180,2022-03-01,Current
LN-0002228,MBR-000481,Auto Loan,9899.28,14.69,72,2022-08-11,Current
LN-0002229,MBR-000823,Auto Loan,59609.02,4.81,36,2022-10-31,Delinquent
LN-0002230,MBR-000691,Home Equity,18450.84,7.05,60,2019-04-13,Default
LN-0002231,MBR-000159,Student Loan,5631.6,17.24,180,2024-06-01,Current
LN-0002232,MBR-001190,Auto Loan,10898.15,3.71,60,2023-10-21,Current
LN-0002233,MBR-000554,Personal Loan,17626.54,5.34,48,2024-04-08,Current
LN-0002234,MBR-000658,Auto Loan,32202.17,8.26,48,2024-06-15,Delinquent
LN-0002235,MBR-000904,Mortgage,124269.44,3.11,240,2019-10-13,Paid Off
LN-0002236,MBR-001124,Credit Card,14560.57,,0,2021-07-09,Delinquent
LN-0002237,MBR-000203,Mortgage,358805.88,6.55,240,2024-01-20,Default
LN-0002238,MBR-000892,Personal Loan,17897.05,17.98,12,2023-01-06,Current
LN-0002239,MBR-000114,Student Loan,52688.17,16.61,180,2021-08-27,Current
LN-0002240,MBR-000357,Auto Loan,49572.68,12.87,60,2024-09-29,Delinquent
LN-0002241,MBR-000147,Auto Loan,22677.21,12.6,60,2018-05-17,Current
LN-0002242,MBR-000040,Mortgage,391874.45,,240,2022-11-11,Current
LN-0002243,MBR-000083,Credit Card,1042.45,7.75,0,2020-11-09,Default
LN-0002244,MBR-000433,Auto Loan,-63162.86,15.24,60,2019-11-29,Current
LN-0002245,MBR-000291,Credit Card,6246.57,5.45,0,2022-09-25,Current
LN-0002246,MBR-000679,Home Equity,27038.88,10.85,60,2019-03-14,Delinquent
LN-0002247,MBR-000123,Mortgage,123475.62,5.55,360,2018-04-03,Current
LN-0002248,MBR-000145,Credit Card,4222.48,12.66,0,2023-05-25,Paid Off
LN-0002249,MBR-000794,Credit Card,12369.1,15.58,0,2018-06-13,Delinquent
LN-0002250,MBR-000507,Auto Loan,34138.3,10.34,48,2022-01-23,Current
LN-0002251,MBR-000600,Auto Loan,41841.72,7.6,48,2020-10-26,Delinquent
LN-0002252,MBR-001042,Credit Card,1476.0,4.78,0,2022-12-24,Current
LN-0002253,MBR-001010,Student Loan,49677.26,13.8,240,2023-02-18,Delinquent
LN-0002254,MBR-000546,Student Loan,-27450.3,11.19,240,2021-06-06,Current
LN-0002255,MBR-001115,Auto Loan,31095.1,16.29,48,2021-03-30,Current
LN-0002256,MBR-000977,Credit Card,7437.07,13.16,0,2022-09-09,Delinquent
LN-0002257,MBR-001088,Auto Loan,22149.19,15.92,60,2019-04-02,Current
LN-0002258,MBR-001103,Mortgage,193446.25,4.96,240,2022-11-07,Current
LN-0002259,MBR-000168,Mortgage,302513.66,7.02,180,2022-04-08,Default
LN-0002260,MBR-000432,Auto Loan,32808.02,11.9,36,2023-12-15,Delinquent
LN-0002261,MBR-000240,Auto Loan,29361.77,12.96,48,2024-08-18,Delinquent
LN-0002262,MBR-000621,Credit Card,11883.91,10.42,0,2019-03-31,Current
LN-0002263,MBR-000114,Auto Loan,28815.81,17.3,36,2018-12-17,Current
LN-0002264,MBR-001103,Personal Loan,20493.82,5.42,48,2020-06-05,Current
LN-0002265,MBR-000552,Personal Loan,18581.51,13.79,48,2022-05-18,Paid Off
LN-0002266,MBR-000693,Home Equity,146160.51,3.55,120,2018-04-19,Paid Off
LN-0002267,MBR-000921,Auto Loan,60926.55,10.32,48,2023-04-29,Current
LN-0002268,MBR-000124,Student Loan,46649.19,17.87,120,2022-10-13,Delinquent
LN-0002269,MBR-001107,Auto Loan,44264.61,14.78,72,2021-06-08,Current
LN-0002270,MBR-000585,Auto Loan,28540.45,4.32,72,2024-10-06,Default
LN-0002271,MBR-001016,Credit Card,7272.0,11.12,0,2021-02-13,Current
LN-0002272,MBR-000229,Personal Loan,23676.26,9.71,36,2018-03-30,Default
LN-0002273,MBR-000361,Personal Loan,3378.6,12.29,36,2022-10-16,Current
LN-0002274,MBR-000427,Auto Loan,46183.77,3.81,36,2020-03-16,Current
LN-0002275,MBR-000038,Auto Loan,61975.69,10.46,48,2019-12-30,Default
LN-0002276,MBR-000571,Mortgage,116137.55,3.02,360,2022-04-03,Delinquent
LN-0002277,MBR-000242,Mortgage,144581.39,6.81,240,2020-12-12,Current
LN-0002278,MBR-000947,Student Loan,72926.0,7.32,180,2024-08-14,Current
LN-0002279,MBR-000387,Credit Card,8661.8,16.64,0,2022-02-14,Current
LN-0002280,MBR-001188,Auto Loan,20360.04,17.24,60,2020-02-13,Current
LN-0002281,MBR-000588,Credit Card,8183.57,7.85,0,2023-04-26,Delinquent
LN-0002282,MBR-000665,Auto Loan,21887.5,15.34,48,2023-01-12,Current
LN-0002283,MBR-001179,Auto Loan,12253.34,5.8,36,2021-09-13,Current
LN-0002284,MBR-000570,Credit Card,9992.19,7.93,0,2023-03-24,Current
LN-0002285,MBR-000999,Mortgage,169019.22,5.3,360,2023-11-27,Current
LN-0002286,MBR-001079,Student Loan,38183.25,10.84,180,2020-11-19,Current
LN-0002287,MBR-000604,Auto Loan,29625.79,16.14,48,2024-09-10,Current
LN-0002288,MBR-000577,Auto Loan,26054.38,6.7,36,2019-07-31,Current
LN-0002289,MBR-000943,Credit Card,8718.29,5.45,0,2020-10-18,Delinquent
LN-0002290,MBR-000865,Personal Loan,13698.61,4.95,48,2020-06-28,Delinquent
LN-0002291,MBR-000429,Student Loan,54629.16,3.94,120,2021-08-17,Current
LN-0002292,MBR-000188,Credit Card,7418.67,13.57,0,2023-03-04,Current
LN-0002293,MBR-000850,Student Loan,65143.23,17.98,120,2020-01-28,Paid Off
LN-0002294,MBR-000912,Auto Loan,20145.25,,72,2018-07-01,Current
LN-0002295,MBR-000593,Mortgage,233080.64,3.35,360,2019-10-10,Paid Off
LN-0002296,MBR-000032,Student Loan,36194.63,6.53,180,2021-10-02,Current
LN-0002297,MBR-000351,Student Loan,28481.93,4.73,180,2020-10-19,Current
LN-0002298,MBR-000171,Auto Loan,39755.42,15.87,36,2021-05-25,Current
LN-0002299,MBR-000144,Home Equity,92243.57,8.26,180,2022-07-23,Current
LN-0002300,MBR-000391,Credit Card,10690.35,7.47,0,2023-06-09,Current
LN-0002301,MBR-001029,Credit Card,5318.16,5.67,0,2021-12-04,Current
LN-0002302,MBR-000535,Credit Card,6108.46,16.21,0,2019-03-26,Delinquent
LN-0002303,MBR-000217,Home Equity,36513.62,14.77,60,2019-04-20,Current
LN-0002304,MBR-000756,Student Loan,6579.59,4.6,180,2021-09-14,Current
LN-0002305,MBR-001124,Personal Loan,23979.35,16.37,36,2021-01-14,Delinquent
LN-0002306,MBR-000282,Mortgage,422013.43,6.45,360,2022-07-15,Current
LN-0002307,MBR-000710,Credit Card,1439.56,15.38,0,2022-12-01,Delinquent
LN-0002308,MBR-000842,Mortgage,404773.45,7.26,240,2018-06-26,Current
LN-0002309,MBR-001035,Auto Loan,16542.45,16.64,36,2022-12-29,Paid Off
LN-0002310,MBR-000091,Personal Loan,2867.42,7.34,48,2022-01-14,Current
LN-0002311,MBR-000958,Personal Loan,18692.77,13.41,36,2020-10-27,Current
LN-0002312,MBR-001013,Personal Loan,2927.87,15.56,48,2021-11-25,Delinquent
LN-0002313,MBR-000012,Credit Card,13732.55,11.53,0,2023-09-08,Current
LN-0002314,MBR-000877,Student Loan,41166.4,4.16,180,2023-06-23,Current
LN-0002315,MBR-000363,Mortgage,166045.9,5.64,180,2020-11-26,Current
LN-0002316,MBR-000743,Auto Loan,62267.11,14.31,72,2023-12-31,Current
LN-0002317,MBR-000575,Credit Card,1288.58,11.1,0,2019-11-30,Delinquent
LN-0002318,MBR-000587,Home Equity,99786.76,14.71,180,2023-12-25,Paid Off
LN-0002319,MBR-000339,Personal Loan,-10720.11,5.37,24,2022-08-27,Current
LN-0002320,MBR-000733,Personal Loan,16796.32,14.99,48,2019-11-21,Delinquent
LN-0002321,MBR-000128,Auto Loan,29184.71,8.39,60,2019-03-09,Current
LN-0002322,MBR-000893,Home Equity,35475.92,11.8,120,2024-01-28,Default
LN-0002323,MBR-000112,Auto Loan,28505.47,17.72,72,2023-10-05,Current
LN-0002324,MBR-000365,Personal Loan,-7621.79,4.17,12,2022-05-06,Current
LN-0002325,MBR-000949,Credit Card,12424.17,16.64,0,2019-02-01,Delinquent
LN-0002326,MBR-000241,Credit Card,14742.5,12.78,0,2022-05-15,Current
LN-0002327,MBR-000494,Credit Card,11451.08,14.96,0,2018-04-22,Delinquent
LN-0002328,MBR-000642,Credit Card,10861.25,3.52,0,2018-06-06,Current
LN-0002329,MBR-000764,Mortgage,81966.47,4.27,360,2018-07-28,Current
LN-0002330,MBR-000119,Auto Loan,8841.1,10.58,36,2019-10-17,Default
LN-0002331,MBR-000009,Home Equity,118672.12,8.15,180,2018-07-24,Paid Off
LN-0002332,MBR-000672,Student Loan,29630.24,10.49,240,2023-09-12,Delinquent
LN-0002333,MBR-000784,Auto Loan,17382.77,8.22,36,2022-12-26,Current
LN-0002334,MBR-000287,Student Loan,32054.63,8.13,180,2018-08-18,Current
LN-0002335,MBR-000897,Mortgage,255373.85,6.42,240,2018-02-25,Delinquent
LN-0002336,MBR-000247,Credit Card,9708.99,4.77,0,2022-01-09,Delinquent
LN-0002337,MBR-000007,Personal Loan,16166.81,4.1,36,2022-03-11,Current
LN-0002338,MBR-000443,Credit Card,2733.36,9.4,0,2022-04-17,Current
LN-0002339,MBR-001047,Personal Loan,15682.04,4.11,24,2022-02-23,Current
LN-0002340,MBR-000752,Personal Loan,10875.22,4.16,12,2019-09-02,Current
LN-0002341,MBR-000609,Mortgage,130654.31,4.41,180,2024-05-13,Current
LN-0002342,MBR-000883,Auto Loan,63171.5,8.57,48,2018-12-11,Delinquent
LN-0002343,MBR-000574,Personal Loan,11097.11,14.53,36,2018-05-10,Delinquent
LN-0002344,MBR-000782,Home Equity,121619.44,16.97,60,2023-12-28,Current
LN-0002345,MBR-000468,Auto Loan,46405.95,4.17,48,2018-02-02,Current
LN-0002346,MBR-001062,Mortgage,360793.25,,360,2022-05-03,Current
LN-0002347,MBR-000315,Personal Loan,7204.14,3.85,36,2020-10-01,Delinquent
LN-0002348,MBR-001055,Personal Loan,1962.51,10.74,24,2022-05-12,Current
LN-0002349,MBR-000858,Student Loan,20190.29,10.8,180,2020-04-20,Paid Off
LN-0002350,MBR-001077,Student Loan,16042.54,6.25,120,2024-04-30,Current
LN-0002351,MBR-000348,Auto Loan,36499.16,12.65,72,2022-01-22,Current
LN-0002352,MBR-001154,Mortgage,311372.28,6.58,240,2020-02-10,Current
LN-0002353,MBR-000140,Credit Card,8394.42,11.82,0,2018-02-26,Current
LN-0002354,MBR-001073,Auto Loan,59692.09,10.55,36,2021-06-30,Delinquent
LN-0002355,MBR-000773,Personal Loan,23293.58,9.62,12,2023-01-16,Current
LN-0002356,MBR-000935,student loan,38214.93,6.65,120,2024-04-02,Current
LN-0002357,MBR-001119,Student Loan,30930.95,14.02,180,2023-12-14,Paid Off
LN-0002358,MBR-000557,Credit Card,8242.77,6.29,0,2021-07-27,Current
LN-0002359,MBR-000278,Personal Loan,5387.15,6.64,12,2022-09-26,Delinquent
LN-0002360,MBR-001184,Personal Loan,17410.04,6.73,12,2023-12-16,Current
LN-0002361,MBR-001074,Auto Loan,63610.85,14.75,48,2022-12-03,Current
LN-0002362,MBR-001017,Auto Loan,64598.38,4.66,60,2023-06-17,Current
LN-0002363,MBR-000411,Home Equity,53300.22,5.92,60,2023-05-12,Delinquent
LN-0002364,MBR-000565,Student Loan,23902.34,6.35,120,2023-07-28,Paid Off
LN-0002365,MBR-000721,Mortgage,308164.57,4.84,180,2018-05-12,Current
LN-0002366,MBR-000562,Home Equity,69131.43,16.5,60,2021-09-22,Current
LN-0002367,MBR-000995,Mortgage,197146.23,4.92,360,2019-05-28,Current
LN-0002368,MBR-000685,Mortgage,236107.02,5.04,360,2020-01-02,Current
LN-0002369,MBR-000861,Personal Loan,7511.4,9.79,12,2019-02-10,Current
LN-0002370,MBR-000898,Home Equity,140255.22,11.58,180,2024-01-11,Current
LN-0002371,MBR-001099,Home Equity,96786.1,9.16,60,2022-01-06,Current
LN-0002372,MBR-000383,Mortgage,410572.77,7.42,180,2020-07-17,Current
LN-0002373,MBR-001146,Student Loan,20057.84,12.95,120,2021-06-04,Default
LN-0002374,MBR-000749,Auto Loan,30730.96,4.26,36,2019-09-01,Delinquent
LN-0002375,MBR-000075,Mortgage,240557.63,4.28,180,2024-05-09,Paid Off
LN-0002376,MBR-000804,Personal Loan,16984.16,16.16,36,2021-10-23,Paid Off
LN-0002377,MBR-000972,Credit Card,13104.68,15.89,0,2023-07-04,Delinquent
LN-0002378,MBR-000009,Student Loan,28609.35,15.41,120,2021-10-24,Delinquent
LN-0002379,MBR-000405,Auto Loan,52102.57,6.38,36,2022-08-14,Paid Off
LN-0002380,MBR-000218,Auto Loan,33503.76,12.59,72,2018-09-27,Default
LN-0002381,MBR-000518,Auto Loan,16368.93,3.99,36,2022-07-26,Current
LN-0002382,MBR-000527,Auto Loan,55426.78,12.87,72,2021-10-18,Current
LN-0002383,MBR-000656,Student Loan,26333.6,,240,2020-12-14,Current
LN-0002384,MBR-001174,Credit Card,3287.57,15.66,0,2021-11-07,Current
LN-0002385,MBR-001155,Student Loan,19047.12,7.27,120,2021-11-11,Paid Off
LN-0002386,MBR-000338,Credit Card,1221.14,16.0,0,2021-01-26,Delinquent
LN-0002387,MBR-000275,Mortgage,263152.8,6.17,240,2021-03-22,Current
LN-0002388,MBR-000634,Personal Loan,11957.18,9.71,48,2021-03-02,Default
LN-0002389,MBR-000931,Auto Loan,44268.55,14.59,60,2023-05-24,Current
LN-0002390,MBR-000606,Auto Loan,53319.99,9.45,36,2018-03-31,Current
LN-0002391,MBR-000356,Mortgage,141066.08,5.56,180,2022-04-03,Current
LN-0002392,MBR-000729,Mortgage,435350.42,,180,2020-01-08,Current
LN-0002393,MBR-000962,Mortgage,290114.07,4.63,360,2020-12-05,Current
LN-0002394,MBR-000240,Home Equity,149176.54,6.73,60,2020-12-22,Current
LN-0002395,MBR-000042,Personal Loan,16655.51,4.53,24,2024-08-17,Current
LN-0002396,MBR-001106,Home Equity,103535.99,7.41,120,2018-03-26,Delinquent
LN-0002397,MBR-000320,Mortgage,107129.98,3.45,180,2020-01-18,Current
LN-0002398,MBR-000162,Personal Loan,7301.82,10.69,24,2023-03-18,Current
LN-0002399,MBR-000058,Personal Loan,15921.18,17.23,12,2022-07-06,Paid Off
LN-0002400,MBR-000368,Student Loan,58534.58,,120,2019-06-17,Current
LN-0002401,MBR-001076,Auto Loan,50106.52,4.08,48,2022-12-12,Current
LN-0002402,MBR-000391,Mortgage,310034.75,6.76,180,2022-05-12,Current
LN-0002403,MBR-000549,Auto Loan,46695.18,12.0,48,2023-09-08,Paid Off
LN-0002404,MBR-001080,Auto Loan,54088.68,14.26,36,2019-02-17,Current
LN-0002405,MBR-001183,Personal Loan,12560.16,7.62,48,2019-02-09,Current
LN-0002406,MBR-000145,Student Loan,38447.8,17.14,120,2018-10-19,Delinquent
LN-0002407,MBR-000785,Credit Card,9435.78,9.63,0,2023-03-19,Current
LN-0002408,MBR-000042,Credit Card,2987.18,11.16,0,2024-04-25,Current
LN-0002409,MBR-000951,Auto Loan,8284.92,5.25,48,2021-08-26,Current
LN-0002410,MBR-000864,Auto Loan,43001.79,3.54,48,2023-07-25,Default
LN-0002411,MBR-001140,Personal Loan,14813.1,15.51,24,2023-08-02,Current
LN-0002412,MBR-000810,Student Loan,55724.32,10.4,120,2018-12-30,Current
LN-0002413,MBR-000423,Mortgage,129579.16,5.95,240,2021-08-24,Current
LN-0002414,MBR-000614,Auto Loan,42696.33,15.23,36,2024-08-28,Delinquent
LN-0002415,MBR-001177,Student Loan,61981.33,,120,2020-12-12,Delinquent
LN-0002416,MBR-000289,Credit Card,6977.96,13.14,0,2023-01-20,Default
LN-0002417,MBR-000012,Mortgage,101753.07,6.03,360,2019-10-02,Current
LN-0002418,MBR-000393,Auto Loan,38281.43,10.07,36,2023-05-08,Current
LN-0002419,MBR-000849,Personal Loan,22883.79,12.48,48,2023-02-24,Delinquent
LN-0002420,MBR-000112,Home Equity,46669.73,17.92,60,2018-01-05,Paid Off
LN-0002421,MBR-000623,Personal Loan,11062.08,12.81,48,2022-01-25,Delinquent
LN-0002422,MBR-000977,Personal Loan,8220.65,,36,2018-01-12,Current
LN-0002423,MBR-000312,Auto Loan,11107.38,14.86,72,2020-02-01,Current
LN-0002424,MBR-000201,Credit Card,14286.21,8.35,0,2020-06-19,Default
LN-0002425,MBR-000607,Auto Loan,41995.43,17.29,36,2022-09-08,Current
LN-0002426,MBR-000774,Auto Loan,57456.38,10.45,36,2022-11-04,Current
LN-0002427,MBR-000942,Auto Loan,40842.26,7.4,36,2023-02-28,Delinquent
LN-0002428,MBR-000883,Home Equity,29027.73,11.84,120,2022-08-17,Current
LN-0002429,MBR-001126,Personal Loan,15781.3,15.5,24,2019-09-05,Current
LN-0002430,MBR-001004,Mortgage,195059.04,5.11,360,2024-01-18,Current
LN-0002431,MBR-000714,Mortgage,444897.53,6.33,360,2022-10-31,Paid Off
LN-0002432,MBR-000480,Auto Loan,52422.61,4.02,72,2018-09-23,Paid Off
LN-0002433,MBR-000727,Auto Loan,54307.52,6.32,48,2022-04-25,Current
LN-0002434,MBR-000671,Personal Loan,19353.22,11.07,12,2021-02-08,Current
LN-0002435,MBR-000831,Personal Loan,15619.03,15.53,12,2020-09-09,Current
LN-0002436,MBR-000344,Home Equity,120653.64,13.08,120,2024-05-23,Current
LN-0002437,MBR-000457,Auto Loan,45258.71,12.36,60,2019-03-12,Current
LN-0002438,MBR-000048,Auto Loan,59454.14,12.12,60,2022-11-06,Delinquent
LN-0002439,MBR-001119,Auto Loan,13599.75,14.53,60,2019-09-30,Current
LN-0002440,MBR-000149,Mortgage,333702.97,4.95,360,2024-09-09,Current
LN-0002441,MBR-000103,Mortgage,385940.09,5.35,240,2021-06-16,Default
LN-0002442,MBR-000797,Auto Loan,35183.72,10.27,48,2024-10-31,Current
LN-0002443,MBR-000103,Mortgage,91025.68,6.33,360,2021-11-12,Current
LN-0002444,MBR-000983,Personal Loan,17419.96,17.64,36,2023-06-07,Current
LN-0002445,MBR-000172,Personal Loan,18913.95,11.04,48,2019-01-14,Current
LN-0002446,MBR-000312,Home Equity,97454.34,12.69,120,2022-09-14,Current
LN-0002447,MBR-000710,Credit Card,14016.95,,0,2018-11-05,Current
LN-0002448,MBR-000827,Auto Loan,22954.38,12.53,48,2019-08-17,Current
LN-0002449,MBR-001089,Personal Loan,8342.65,13.35,48,2023-09-05,Current
LN-0002450,MBR-000541,Auto Loan,23860.68,11.3,48,2019-01-10,Current
LN-0002451,MBR-000695,Personal Loan,15448.49,14.79,36,2019-02-25,Current
LN-0002452,MBR-000509,Auto Loan,61300.36,10.32,36,2023-08-28,Delinquent
LN-0002453,MBR-000342,Credit Card,2669.98,17.72,0,2019-08-26,Current
LN-0002454,MBR-001166,Personal Loan,18811.95,,48,2021-08-27,Paid Off
LN-0002455,MBR-000457,Personal Loan,1295.58,13.79,36,2021-08-28,Delinquent
