payment_id,loan_id,due_date,payment_date,expected_amount,actual_amount,payment_status
PMT-00033629,LN-0000929,2024-12-13,2024-12-12,5000.0,5000.0,On Time
PMT-00033630,LN-0001761,2024-07-01,2024-06-26,304.6,304.6,On Time
PMT-00033631,LN-0001087,2025-05-01,2025-05-28,134.16,134.16,Late
PMT-00033632,LN-0001236,2022-08-06,2022-09-03,576.64,576.64,Late
PMT-00033633,LN-0002398,2024-02-09,2024-02-08,304.24,304.24,On Time
PMT-00033634,LN-0000452,2025-06-24,2025-06-23,1643.48,1643.48,On Time
PMT-00033635,LN-0001046,2023-10-11,2023-10-11,3504.81,3504.81,On Time
PMT-00033636,LN-0000510,2025-06-06,,1067.3,0.0,Missed
PMT-00033637,LN-0000994,2023-03-28,2023-03-26,976.41,976.41,On Time
PMT-00033638,LN-0002277,2025-01-28,2025-03-01,602.42,602.42,Late
PMT-00033639,LN-0000293,2024-06-03,2024-07-16,1720.0,1720.0,Late
PMT-00033640,LN-0001619,2024-03-02,2024-03-15,5000.0,1669.22,Partial
PMT-00033641,LN-0000624,2025-08-11,2025-08-10,1315.2,1315.2,On Time
PMT-00033642,LN-0000925,2024-12-14,,5000.0,0.0,Missed
PMT-00033643,LN-0002560,2024-09-17,2024-09-16,532.51,532.51,On Time
PMT-00033644,LN-0001209,2024-02-22,,940.55,0.0,Missed
PMT-00033645,LN-0002614,2022-02-05,2022-03-21,338.61,338.61,Late
PMT-00033646,LN-0001051,2024-07-03,2024-08-03,1568.84,1568.84,Late
PMT-00033647,LN-0000811,2025-05-07,2025-05-03,274.35,274.35,On Time
PMT-00033648,LN-0001683,2023-11-22,2023-12-06,621.79,372.75,Partial
PMT-00033649,LN-0002770,2024-03-14,2024-03-10,545.75,545.75,On Time
PMT-00033650,LN-0001836,2023-01-01,,1748.63,0.0,Missed
PMT-00033651,LN-0001323,2025-07-27,2025-07-27,575.9,575.9,On Time
PMT-00033652,LN-0000466,2024-08-07,2024-08-12,770.23,770.23,Late
PMT-00033653,LN-0000584,2024-08-05,2024-09-12,415.51,415.51,Late
PMT-00033654,LN-0000418,2022-10-25,2022-10-23,811.51,811.51,On Time
PMT-00033655,LN-0000153,2022-02-04,2022-01-31,512.01,512.01,On Time
PMT-00033656,LN-0001233,2025-08-23,2025-08-19,949.51,949.51,On Time
PMT-00033657,LN-0002337,2022-01-08,2022-02-12,449.08,449.08,Late
PMT-00033658,LN-0002692,2025-01-18,2025-01-13,640.67,640.67,On Time
PMT-00033659,LN-0002042,2023-09-21,2023-09-18,625.24,625.24,On Time
PMT-00033660,LN-0001086,2022-07-24,2022-07-21,5000.0,5000.0,On Time
PMT-00033661,LN-0001286,2023-12-31,2023-12-27,741.94,741.94,On Time
PMT-00033662,LN-0001028,2025-06-09,2025-06-09,143.73,143.73,On Time
PMT-00033663,LN-0001494,2023-08-01,2023-08-01,332.1,332.1,On Time
PMT-00033664,LN-0000562,2022-03-08,2022-03-07,676.31,676.31,On Time
PMT-00033665,LN-0001901,2024-12-10,2024-12-05,950.77,950.77,On Time
PMT-00033666,LN-0002257,2024-12-07,2024-12-06,369.15,369.15,On Time
PMT-00033667,LN-0001188,2022-10-10,2022-10-07,5000.0,5000.0,On Time
PMT-00033668,LN-0000763,2025-02-20,2025-02-19,156.4,156.4,On Time
PMT-00033669,LN-0002029,2024-05-29,2024-05-29,219.2,219.2,On Time
PMT-00033670,LN-0002485,2022-08-16,2022-09-18,1337.71,1337.71,Late
PMT-00033671,LN-0001743,2025-09-30,2025-09-28,49.54,49.54,On Time
PMT-00033672,LN-0000498,2025-07-29,2025-07-25,5000.0,5000.0,On Time
PMT-00033673,LN-0000884,2022-01-31,2022-01-26,1781.38,1781.38,On Time
PMT-00033674,LN-0001396,2023-08-03,2023-08-02,174.66,174.66,On Time
PMT-00033675,LN-0001797,2023-06-01,2023-07-06,569.73,569.73,Late
PMT-00033676,LN-0000804,2025-06-15,2025-06-11,177.81,177.81,On Time
PMT-00033677,LN-0001323,2024-03-15,,575.9,0.0,Missed
PMT-00033678,LN-0000825,2023-02-02,2023-02-01,5000.0,5000.0,On Time
PMT-00033679,LN-0001988,2024-06-08,,663.84,0.0,Missed
PMT-00033680,LN-0002089,2023-08-26,2023-08-24,595.6,595.6,On Time
PMT-00033681,LN-0001495,2025-03-26,,5000.0,0.0,Missed
PMT-00033682,LN-0001072,2025-08-10,,1714.62,0.0,Missed
PMT-00033683,LN-0002219,2022-04-23,2022-05-11,2019.99,2019.99,Late
PMT-00033684,LN-0002187,2022-06-21,2022-06-21,1760.5,1760.5,On Time
PMT-00033685,LN-0002122,2022-10-21,2022-10-20,1273.76,1273.76,On Time
PMT-00033686,LN-0001721,2023-09-05,2023-09-03,84.02,84.02,On Time
PMT-00033687,LN-0001821,2023-09-03,2023-09-05,290.27,113.66,Partial
PMT-00033688,LN-0000585,2025-05-29,2025-06-26,336.88,336.88,Late
PMT-00033689,LN-0002632,2023-04-20,,121.31,0.0,Missed
PMT-00033690,LN-0002604,2023-10-23,2023-10-18,5000.0,5000.0,On Time
PMT-00033691,LN-0000219,2022-03-06,2022-04-20,457.74,457.74,Late
PMT-00033692,LN-0000812,2023-12-01,2024-01-09,613.29,-613.29,Late
PMT-00033693,LN-0001544,2024-08-11,2024-09-16,5000.0,5000.0,Late
PMT-00033694,LN-0001919,2022-07-05,2022-07-01,5000.0,5000.0,On Time
PMT-00033695,LN-0000083,2023-05-21,2023-06-13,655.71,655.71,Late
PMT-00033696,LN-0000791,2024-06-23,2024-06-20,192.06,192.06,On Time
PMT-00033697,LN-0000406,2025-05-01,2025-04-26,489.29,489.29,On Time
PMT-00033698,LN-0001716,2024-11-02,2024-10-31,185.41,185.41,On Time
PMT-00033699,LN-0001148,2023-07-14,2023-07-25,504.78,159.25,Partial
PMT-00033700,LN-0000673,2024-05-06,2024-05-03,46.01,46.01,On Time
PMT-00033701,LN-0002311,2023-03-25,2023-03-25,519.24,519.24,On Time
PMT-00033702,LN-0002120,2024-07-03,2024-07-18,533.94,533.94,Late
PMT-00033703,LN-0001721,2024-01-07,2024-01-11,84.02,84.02,Late
PMT-00033704,LN-0002106,2025-06-19,2025-06-18,311.45,311.45,On Time
PMT-00033705,LN-0001224,2024-04-23,,2152.94,0.0,Missed
PMT-00033706,LN-0002705,2022-05-12,2022-06-06,249.02,-249.02,Late
PMT-00033707,LN-0002026,2024-12-20,2025-01-05,438.7,438.7,Late
PMT-00033708,LN-0000395,2022-09-21,2022-09-21,127.35,127.35,On Time
PMT-00033709,LN-0000223,2022-08-19,,4218.16,0.0,Missed
PMT-00033710,LN-0002421,2024-01-23,2024-01-20,230.46,230.46,On Time
PMT-00033711,LN-0000999,2024-10-06,2024-10-28,514.6,514.6,Late
PMT-00033712,LN-0001747,2023-02-27,2023-03-04,5000.0,5000.0,Late
PMT-00033713,LN-0000658,2023-10-06,2023-10-06,67.24,67.24,On Time
PMT-00033714,LN-0002377,2022-03-08,2022-03-05,5000.0,5000.0,On Time
PMT-00033715,LN-0001671,2022-12-08,2022-12-04,1128.33,1128.33,On Time
PMT-00033716,LN-0002030,2025-04-08,2025-04-06,757.34,757.34,On Time
PMT-00033717,LN-0001059,2022-08-02,2022-08-13,634.18,634.18,Late
PMT-00033718,LN-0000140,2024-11-09,2024-12-18,5000.0,5000.0,Late
PMT-00033719,LN-0001529,2024-10-16,2024-10-16,1018.67,1018.67,On Time
PMT-00033720,LN-0001389,2025-04-25,2025-04-24,1056.09,1056.09,On Time
PMT-00033721,LN-0002607,2025-07-06,2025-07-18,1348.93,1348.93,Late
PMT-00033722,LN-0001128,2023-08-31,2023-08-28,1227.62,1227.62,On Time
PMT-00033723,LN-0002653,2022-02-02,2022-03-02,808.02,808.02,Late
PMT-00033724,LN-0000069,2023-12-22,2023-12-21,757.12,757.12,On Time
PMT-00033725,LN-0000921,2025-03-08,2025-03-10,766.95,542.19,Partial
PMT-00033726,LN-0000719,2024-09-29,2024-09-24,688.64,688.64,On Time
PMT-00033727,LN-0001820,2023-10-18,2023-10-27,1145.6,1145.6,Late
PMT-00033728,LN-0000207,2023-06-16,2023-06-17,4838.98,4838.98,Late
PMT-00033729,LN-0001749,2023-10-07,2023-10-02,521.38,521.38,On Time
PMT-00033730,LN-0001965,2024-07-05,2024-07-03,454.72,454.72,On Time
PMT-00033731,LN-0000408,2025-04-26,2025-05-04,959.95,-959.95,Late
PMT-00033732,LN-0002678,2025-08-22,2025-08-22,171.16,171.16,On Time
PMT-00033733,LN-0000557,2023-09-13,,5000.0,0.0,Missed
PMT-00033734,LN-0001889,2025-08-08,2025-08-07,243.32,243.32,On Time
PMT-00033735,LN-0000638,2025-09-03,2025-09-02,204.56,204.56,On Time
PMT-00033736,LN-0002377,2025-10-05,2025-10-31,5000.0,5000.0,Late
PMT-00033737,LN-0002019,2024-02-21,2024-02-21,417.18,417.18,On Time
PMT-00033738,LN-0000055,2025-06-07,2025-06-07,243.09,243.09,On Time
PMT-00033739,LN-0001358,2022-03-30,2022-03-28,781.16,781.16,On Time
PMT-00033740,LN-0002351,2022-03-25,2022-03-22,506.93,506.93,On Time
PMT-00033741,LN-0001992,2025-10-02,2025-09-27,487.29,487.29,On Time
PMT-00033742,LN-0002679,2023-07-04,2023-07-01,194.09,194.09,On Time
PMT-00033743,LN-0000172,2025-10-12,2025-10-12,494.18,494.18,On Time
PMT-00033744,LN-0001572,2023-04-05,2023-04-04,5000.0,5000.0,On Time
PMT-00033745,LN-0000556,2023-12-25,2023-12-25,1328.89,1328.89,On Time
PMT-00033746,LN-0000858,2022-10-18,2022-10-18,373.57,373.57,On Time
PMT-00033747,LN-0001315,2024-02-17,2024-02-16,655.34,655.34,On Time
PMT-00033748,LN-0002260,2025-09-05,2025-09-04,911.33,911.33,On Time
PMT-00033749,LN-0001480,2024-08-07,2024-08-07,739.96,739.96,On Time
PMT-00033750,LN-0000531,2023-02-19,2023-02-19,777.24,777.24,On Time
PMT-00033751,LN-0000355,2023-10-28,2023-10-26,1361.9,1361.9,On Time
PMT-00033752,LN-0002628,2024-11-10,2024-11-10,372.36,372.36,On Time
PMT-00033753,LN-0001182,2023-02-15,2023-02-10,1144.72,1144.72,On Time
PMT-00033754,LN-0002469,2022-09-10,2022-09-09,670.34,670.34,On Time
PMT-00033755,LN-0001226,2025-10-18,2025-10-15,5000.0,5000.0,On Time
PMT-00033756,LN-0002066,2022-06-28,2022-07-15,196.31,196.31,Late
PMT-00033757,LN-0000979,2022-08-05,2022-08-05,1688.99,1688.99,On Time
PMT-00033758,LN-0001869,2025-06-19,2025-06-16,463.0,463.0,On Time
PMT-00033759,LN-0002715,2024-03-30,2024-03-28,5000.0,5000.0,On Time
PMT-00033760,LN-0000483,2022-12-30,2022-12-29,241.83,241.83,On Time
PMT-00033761,LN-0001399,2023-07-27,2023-07-23,693.63,693.63,On Time
PMT-00033762,LN-0002318,2022-05-17,2022-05-17,554.37,554.37,On Time
PMT-00033763,LN-0002194,2024-04-10,2024-04-08,4419.88,-4419.88,On Time
PMT-00033764,LN-0001309,2022-07-03,2022-06-30,5000.0,5000.0,On Time
PMT-00033765,LN-0001165,2024-04-12,2024-04-12,783.63,783.63,On Time
PMT-00033766,LN-0001038,2023-07-12,2023-07-11,508.9,508.9,On Time
PMT-00033767,LN-0002699,2024-07-21,2024-07-17,461.7,461.7,On Time
PMT-00033768,LN-0000699,2022-08-23,2022-08-18,5000.0,5000.0,ON TIME
PMT-00033769,LN-0000789,2024-07-03,2024-06-28,189.24,189.24,On Time
PMT-00033770,LN-0001955,2022-08-30,2022-10-06,655.28,655.28,Late
PMT-00033771,LN-0002160,2024-07-30,2024-07-26,666.46,666.46,On Time
PMT-00033772,LN-0002245,2022-08-22,2022-09-22,5000.0,5000.0,Late
PMT-00033773,LN-0002605,2023-12-01,2023-12-19,169.3,-169.3,Late
PMT-00033774,LN-0002792,2023-01-07,2023-01-06,162.83,162.83,On Time
PMT-00033775,LN-0000991,2023-09-13,2023-09-13,282.96,282.96,On Time
PMT-00033776,LN-0000597,2023-07-12,2023-07-11,1489.08,1489.08,On Time
PMT-00033777,LN-0001023,2023-03-15,2023-03-15,901.67,901.67,On Time
PMT-00033778,LN-0001374,2025-02-23,2025-02-18,224.27,224.27,On Time
PMT-00033779,LN-0002445,2025-06-28,2025-06-25,394.04,394.04,On Time
PMT-00033780,LN-0000776,2023-08-16,,284.6,0.0,Missed
PMT-00033781,LN-0002704,2024-08-19,2024-08-19,1335.27,1335.27,On Time
PMT-00033782,LN-0001259,2022-10-07,2022-10-07,819.15,819.15,On Time
PMT-00033783,LN-0001787,2023-09-20,2023-09-15,5000.0,5000.0,On Time
PMT-00033784,LN-0000778,2023-05-22,2023-05-19,150.57,150.57,On Time
PMT-00033785,LN-0002132,2023-12-27,2024-01-30,670.53,-670.53,Late
PMT-00033786,LN-0002625,2023-07-23,2023-07-22,489.26,489.26,On Time
PMT-00033787,LN-0000169,2022-08-26,2022-08-22,132.59,132.59,On Time
PMT-00033788,LN-0002031,2022-08-08,2022-08-08,500.58,500.58,On Time
PMT-00033789,LN-0002559,2022-09-08,2022-09-23,315.52,315.52,Late
PMT-00033790,LN-0002314,2024-02-25,2024-02-24,228.7,228.7,On Time
PMT-00033791,LN-0002691,2024-10-06,2024-11-15,1165.57,1165.57,Late
PMT-00033792,LN-0001166,2024-02-10,2024-02-07,5000.0,5000.0,On Time
PMT-00033793,LN-0001599,2025-02-18,2025-02-21,1191.49,402.82,Partial
PMT-00033794,LN-0000943,2022-07-07,2022-07-04,1128.84,1128.84,On Time
PMT-00033795,LN-0001849,2024-02-02,2024-02-02,1618.24,1618.24,On Time
PMT-00033796,LN-0001089,2022-10-07,2022-10-07,814.58,217.53,Partial
PMT-00033797,LN-0001656,2022-09-06,2022-09-01,416.61,416.61,On Time
PMT-00033798,LN-0001291,2023-08-15,2023-08-10,825.83,825.83,On Time
PMT-00033799,LN-0000275,2025-04-27,2025-04-25,671.06,671.06,On Time
PMT-00033800,LN-0002745,2023-04-16,2023-04-12,400.3,400.3,On Time
PMT-00033801,LN-0000713,2025-07-24,2025-07-24,690.49,690.49,On Time
PMT-00033802,LN-0000201,2024-03-03,2024-03-14,181.97,71.38,Partial
PMT-00033803,LN-0000497,2022-11-12,,114.64,0.0,Missed
PMT-00033804,LN-0001147,2022-04-28,2022-04-24,277.37,277.37,On Time
PMT-00033805,LN-0001693,2022-09-22,2022-09-23,685.7,685.7,Late
PMT-00033806,LN-0002250,2024-04-21,2024-05-23,711.21,711.21,Late
PMT-00033807,LN-0000530,2024-09-07,2024-09-05,1703.67,1703.67,On Time
PMT-00033808,LN-0001497,2023-04-25,2023-04-21,595.01,595.01,On Time
PMT-00033809,LN-0000950,2023-04-09,2023-04-04,237.52,237.52,On Time
PMT-00033810,LN-0000871,2022-08-19,2022-08-19,54.87,54.87,On Time
PMT-00033811,LN-0001362,2024-05-24,2024-06-13,1430.88,1430.88,Late
PMT-00033812,LN-0001631,2022-06-24,,1239.61,0.0,Missed
PMT-00033813,LN-0002669,2024-02-22,2024-02-21,708.33,-708.33,On Time
PMT-00033814,LN-0001835,2025-03-01,2025-03-06,269.79,184.65,Partial
PMT-00033815,LN-0001155,2024-12-03,2024-11-28,902.52,902.52,On Time
PMT-00033816,LN-0000422,2023-12-16,2023-12-13,872.54,872.54,On Time
PMT-00033817,LN-0000400,2023-07-12,2023-07-19,1745.95,1745.95,Late
PMT-00033818,LN-0000166,2024-04-30,2024-04-25,1005.64,1005.64,On Time
PMT-00033819,LN-0000464,2023-08-07,2023-08-04,491.28,491.28,On Time
PMT-00033820,LN-0002752,2022-07-21,2022-07-17,1281.5,1281.5,On Time
PMT-00033821,LN-0001452,2024-02-09,2024-03-16,118.94,118.94,Late
PMT-00033822,LN-0002256,2025-10-06,2025-10-05,5000.0,5000.0,On Time
PMT-00033823,LN-0001729,2024-04-03,2024-03-31,271.47,271.47,On Time
PMT-00033824,LN-0001509,2024-01-29,2024-02-18,372.48,372.48,Late
PMT-00033825,LN-0000495,2022-10-22,,1970.72,0.0,Missed
PMT-00033826,LN-0000113,2024-03-04,2024-02-29,2550.81,2550.81,On Time
PMT-00033827,LN-0000754,2023-02-28,2023-03-19,1164.28,1164.28,Late
PMT-00033828,LN-0000728,2025-05-22,,831.86,0.0,Missed
PMT-00033829,LN-0000975,2024-09-21,2024-09-20,233.43,233.43,On Time
PMT-00033830,LN-0000478,2022-02-08,2022-03-08,651.51,651.51,Late
PMT-00033831,LN-0000473,2025-09-12,2025-09-10,550.41,550.41,On Time
PMT-00033832,LN-0001286,2025-07-06,2025-07-03,741.94,741.94,On Time
PMT-00033833,LN-0001583,2024-02-06,2024-02-02,2235.56,2235.56,On Time
PMT-00033834,LN-0001157,2023-03-07,2023-03-05,222.46,222.46,On Time
PMT-00033835,LN-0000718,2023-01-02,2023-01-08,463.13,463.13,Late
PMT-00033836,LN-0002369,2023-03-05,,625.95,0.0,Missed
PMT-00033837,LN-0002129,2024-05-01,2024-06-09,153.37,153.37,Late
PMT-00033838,LN-0001342,2024-12-29,2024-12-28,1839.02,1839.02,On Time
PMT-00033839,LN-0001839,2022-05-25,2022-05-21,447.62,447.62,On Time
PMT-00033840,LN-0002044,2024-12-28,2025-01-01,142.15,84.33,Partial
PMT-00033841,LN-0001805,2024-07-20,2024-07-27,464.72,184.22,Partial
PMT-00033842,LN-0002532,2022-10-13,2022-10-13,1330.98,1330.98,On Time
PMT-00033843,LN-0001499,2022-06-08,2022-06-04,420.87,420.87,On Time
PMT-00033844,LN-0000652,2024-07-09,2024-07-05,338.32,338.32,On Time
PMT-00033845,LN-0000816,2024-06-03,2024-06-01,1486.44,-1486.44,On Time
PMT-00033846,LN-0000956,2022-06-11,,364.83,0.0,Missed
PMT-00033847,LN-0001370,2022-01-15,2022-01-29,932.64,932.64,Late
PMT-00033848,LN-0001028,2022-03-05,2022-03-05,143.73,113.43,Partial
PMT-00033849,LN-0000853,2025-09-11,,383.62,0.0,Missed
PMT-00033850,LN-0001703,2023-06-12,2023-06-14,363.62,363.62,Late
PMT-00033851,LN-0000561,2024-02-28,2024-02-28,614.98,614.98,On Time
PMT-00033852,LN-0000756,2025-07-31,2025-07-28,4231.26,4231.26,On Time
PMT-00033853,LN-0001286,2022-06-27,2022-06-26,741.94,741.94,On Time
PMT-00033854,LN-0002147,2024-04-27,,604.6,0.0,MISSED
PMT-00033855,LN-0002477,2025-06-18,2025-06-15,1031.19,1031.19,On Time
PMT-00033856,LN-0000559,2025-10-07,2025-10-02,208.73,208.73,On Time
PMT-00033857,LN-0000321,2022-10-20,2022-10-17,545.33,545.33,On Time
PMT-00033858,LN-0001403,2024-06-22,2024-06-25,249.53,249.53,Late
PMT-00033859,LN-0000315,2022-12-27,2022-12-30,414.19,259.91,Partial
PMT-00033860,LN-0000630,2022-09-25,2022-11-01,5000.0,5000.0,Late
PMT-00033861,LN-0001567,2022-07-29,2022-09-04,470.75,470.75,LATE
PMT-00033862,LN-0000917,2023-12-14,2023-12-24,1616.3,1616.3,Late
PMT-00033863,LN-0001584,2024-10-17,2024-10-13,132.07,132.07,On Time
PMT-00033864,LN-0000135,2024-07-07,2024-07-10,584.54,584.54,Late
PMT-00033865,LN-0001252,2025-08-03,2025-09-17,1129.6,1129.6,Late
PMT-00033866,LN-0002111,2022-01-22,2022-01-20,508.1,508.1,On Time
PMT-00033867,LN-0001608,2023-12-17,,356.94,0.0,Missed
PMT-00033868,LN-0002045,2025-04-11,2025-04-20,1057.08,1057.08,Late
PMT-00033869,LN-0002758,2024-05-30,2024-06-12,1481.23,1481.23,Late
PMT-00033870,LN-0000905,2025-07-29,2025-08-02,260.14,123.41,Partial
PMT-00033871,LN-0000737,2023-02-11,2023-02-11,681.4,681.4,On Time
PMT-00033872,LN-0000710,2024-04-08,2024-04-06,1526.73,1526.73,On Time
PMT-00033873,LN-0000586,2023-01-08,2023-02-12,198.91,198.91,Late
PMT-00033874,LN-0000913,2022-10-07,2022-10-20,573.88,573.88,Late
PMT-00033875,LN-0001225,2025-04-27,2025-04-23,5000.0,5000.0,On Time
PMT-00033876,LN-0002670,2023-05-02,2023-05-31,134.05,134.05,Late
PMT-00033877,LN-0002798,2022-05-05,2022-05-05,1212.97,1212.97,On Time
PMT-00033878,LN-0000407,2025-09-02,2025-08-28,1236.54,1236.54,On Time
PMT-00033879,LN-0002791,2024-02-08,2024-02-04,230.56,230.56,On Time
PMT-00033880,LN-0000562,2022-11-24,2022-11-20,676.31,676.31,On Time
PMT-00033881,LN-0001793,2023-06-09,2023-06-04,5000.0,5000.0,On Time
PMT-00033882,LN-0000846,2023-05-05,2023-05-04,5000.0,5000.0,On Time
PMT-00033883,LN-0000927,2022-10-20,2022-11-04,1090.04,1090.04,Late
PMT-00033884,LN-0002618,2023-09-28,,34.08,0.0,Missed
PMT-00033885,LN-0001995,2022-08-11,2022-08-24,1509.7,1509.7,Late
PMT-00033886,LN-0002367,2025-04-13,2025-04-13,547.63,200.26,Partial
PMT-00033887,LN-0001034,2024-05-20,2024-05-15,237.08,237.08,On Time
PMT-00033888,LN-0000691,2025-08-10,2025-08-15,1061.98,1061.98,Late
PMT-00033889,LN-0001851,2022-07-29,2022-07-29,2311.56,2311.56,On Time
PMT-00033890,LN-0001805,2024-02-10,2024-02-09,464.72,464.72,On Time
PMT-00033891,LN-0000967,2023-09-30,2023-11-05,436.86,436.86,Late
PMT-00033892,LN-0001740,2023-09-25,2023-10-09,1257.33,691.25,PARTIAL
PMT-00033893,LN-0000524,2023-03-20,2023-03-15,2388.67,2388.67,On Time
PMT-00033894,LN-0001029,2022-03-15,2022-03-13,1016.1,1016.1,On Time
PMT-00033895,LN-0000587,2023-01-31,2023-01-29,473.43,473.43,On Time
PMT-00033896,LN-0001932,2023-12-04,2023-12-02,222.56,222.56,On Time
PMT-00033897,LN-0002093,2025-03-31,2025-04-16,3703.65,3703.65,Late
PMT-00033898,LN-0001744,2022-11-20,2022-12-02,148.67,148.67,Late
PMT-00033899,LN-0002794,2023-10-16,2023-10-12,651.01,651.01,On Time
PMT-00033900,LN-0001445,2025-09-26,,113.7,0.0,Missed
PMT-00033901,LN-0000959,2024-07-24,2024-07-23,618.09,618.09,On Time
PMT-00033902,LN-0002096,2024-11-28,2024-12-04,5000.0,2659.37,Partial
PMT-00033903,LN-0000080,2025-08-30,2025-09-20,140.34,140.34,LATE
PMT-00033904,LN-0001728,2025-03-11,2025-03-07,248.35,248.35,On Time
PMT-00033905,LN-0002796,2023-02-16,2023-02-11,619.77,619.77,On Time
PMT-00033906,LN-0000180,2025-10-29,2025-10-25,359.98,359.98,On Time
PMT-00033907,LN-0002378,2023-03-02,2023-03-01,238.41,238.41,On Time
PMT-00033908,LN-0000802,2022-01-06,,321.86,0.0,Missed
PMT-00033909,LN-0001308,2023-12-10,2023-12-07,5000.0,5000.0,On Time
PMT-00033910,LN-0001686,2025-04-25,2025-04-22,356.23,356.23,On Time
PMT-00033911,LN-0002274,2022-11-03,,1282.88,0.0,Missed
PMT-00033912,LN-0002304,2024-10-10,2024-10-09,36.55,36.55,On Time
PMT-00033913,LN-0000933,2023-11-21,2023-11-19,345.46,345.46,On Time
PMT-00033914,LN-0000833,2022-08-05,2022-08-05,379.25,379.25,On Time
PMT-00033915,LN-0000042,2025-07-16,2025-07-15,214.98,-214.98,On Time
PMT-00033916,LN-0000644,2023-03-16,2023-03-16,1032.18,587.86,Partial
PMT-00033917,LN-0000015,2023-07-23,2023-07-18,298.47,298.47,On Time
PMT-00033918,LN-0001042,2023-05-02,2023-04-27,1939.15,1939.15,On Time
PMT-00033919,LN-0000614,2023-05-06,2023-05-18,946.59,946.59,Late
PMT-00033920,LN-0002306,2025-10-15,2025-10-10,1172.26,1172.26,On Time
PMT-00033921,LN-0000913,2025-07-13,2025-07-13,573.88,573.88,On Time
PMT-00033922,LN-0000856,2023-06-30,2023-07-13,1046.91,1046.91,Late
PMT-00033923,LN-0000460,2022-12-23,2022-12-19,234.91,234.91,On Time
PMT-00033924,LN-0001100,2022-12-03,2022-12-01,2755.34,2755.34,On Time
PMT-00033925,LN-0000195,2025-08-25,2025-08-22,301.62,301.62,On Time
PMT-00033926,LN-0001649,2023-07-25,2023-07-21,634.83,634.83,On Time
PMT-00033927,LN-0001703,2023-11-25,2023-11-25,363.62,363.62,On Time
PMT-00033928,LN-0002516,2024-05-20,2024-05-16,5000.0,5000.0,On Time
PMT-00033929,LN-0001569,2024-01-22,2024-01-18,485.81,485.81,On Time
PMT-00033930,LN-0002527,2022-07-18,2022-07-23,281.98,175.97,Partial
PMT-00033931,LN-0002439,2023-05-23,2023-05-20,226.66,226.66,On Time
PMT-00033932,LN-0002327,2023-12-08,2024-01-22,5000.0,5000.0,Late
PMT-00033933,LN-0000599,2022-08-16,2022-08-13,837.58,837.58,On Time
PMT-00033934,LN-0000096,2025-07-13,2025-07-08,478.09,478.09,On Time
PMT-00033935,LN-0001211,2024-02-04,2024-02-11,813.39,410.22,Partial
PMT-00033936,LN-0002735,2025-09-04,2025-10-15,1000.67,1000.67,Late
PMT-00033937,LN-0002579,2024-09-08,2024-09-03,936.56,936.56,On Time
PMT-00033938,LN-0002720,2022-01-26,,1864.04,0.0,Missed
PMT-00033939,LN-0000508,2024-03-31,2024-05-01,5000.0,5000.0,Late
PMT-00033940,LN-0002135,2022-05-25,2022-05-20,2160.3,2160.3,On Time
PMT-00033941,LN-0002662,2022-06-05,2022-06-04,420.92,420.92,On Time
PMT-00033942,LN-0002224,2024-09-11,,721.21,0.0,Missed
PMT-00033943,LN-0002702,2023-11-17,2023-11-17,789.59,789.59,On Time
PMT-00033944,LN-0001581,2024-12-13,2024-12-09,373.87,373.87,On Time
PMT-00033945,LN-0001590,2023-03-27,2023-03-23,277.75,277.75,On Time
PMT-00033946,LN-0001739,2023-02-27,2023-02-24,477.52,477.52,On Time
PMT-00033947,LN-0000115,2024-07-16,2024-07-12,324.22,324.22,On Time
PMT-00033948,LN-0001870,2024-06-13,2024-06-10,1672.52,1672.52,On Time
PMT-00033949,LN-0002121,2025-04-17,2025-05-10,563.48,563.48,Late
PMT-00033950,LN-0000930,2025-06-24,2025-06-22,228.17,228.17,On Time
PMT-00033951,LN-0001462,2025-09-25,2025-09-25,559.21,559.21,On Time
PMT-00033952,LN-0001741,2022-01-10,2022-01-06,356.38,356.38,On Time
PMT-00033953,LN-0000010,2023-03-09,2023-03-09,605.61,605.61,On Time
PMT-00033954,LN-0002432,2025-11-01,2025-10-28,728.09,728.09,On Time
PMT-00033955,LN-0002122,2024-08-03,2024-09-15,1273.76,1273.76,Late
PMT-00033956,LN-0002165,2024-11-24,2024-11-21,1850.0,1850.0,On Time
PMT-00033957,LN-0000606,2024-06-09,2024-06-05,735.1,735.1,On Time
PMT-00033958,LN-0001597,2025-01-20,2025-01-16,5000.0,5000.0,On Time
PMT-00033959,LN-0002419,2025-07-13,2025-07-16,476.75,273.81,Partial
PMT-00033960,LN-0000231,2025-01-13,2025-01-13,1721.81,1721.81,On Time
PMT-00033961,LN-0000188,2022-05-01,2022-04-26,1086.89,1086.89,On Time
PMT-00033962,LN-0001649,2023-04-01,2023-03-30,634.83,634.83,On Time
PMT-00033963,LN-0002443,2023-01-15,2023-01-14,252.85,252.85,On Time
PMT-00033964,LN-0001311,2023-09-07,2023-09-04,839.37,839.37,On Time
PMT-00033965,LN-0002515,2024-02-01,2024-01-31,305.95,305.95,On Time
PMT-00033966,LN-0000251,2023-08-14,,1165.44,0.0,Missed
PMT-00033967,LN-0002774,2024-04-12,2024-05-21,493.53,493.53,Late
PMT-00033968,LN-0001637,2023-11-18,2023-11-13,2193.76,2193.76,On Time
PMT-00033969,LN-0002490,2023-10-20,2023-10-18,166.81,166.81,On Time
